Class,Text
ham,how are you with money   as in to you   money aint a thing    how are you sha 
ham,cps is causing the outages to conserve energy 
spam,sunshine hols  to claim ur med holiday send a stamped self address envelope to drinks on us uk  po box 113  bray  wicklow  eire  quiz starts saturday  unsub stop
spam,sms services  for your inclusive text credits  pls goto www comuk net login  3qxj9 unsubscribe with stop  no extra charge  help 08702840625 comuk  220 cm2 9ae
ham,i thk 50 shd be ok he said plus minus 10   did ì_ leave a line in between paragraphs 
ham,i dont know exactly could you ask chechi 
ham,i dont know why she s not getting your messages
ham,hmm ok  i ll stay for like an hour cos my eye is really sore 
ham,jolly good  by the way   will give u tickets for sat eve 7 30  speak before then x
ham,if you mean the website  yes 
ham, alright babe
ham,when people see my msgs  they think iam addicted to msging    they are wrong  bcoz they don  t know that iam addicted to my sweet friends     bslvyl
ham,so many people seems to be special at first sight  but only very few will remain special to you till your last sight   maintain them till life ends   take cr da
ham,carlos is taking his sweet time as usual so let me know when you and patty are done want to smoke and i ll tell him to haul ass
ham,cheers lou  yeah was a goodnite shame u neva came  c ya gailxx
ham,aiyo    u always c our ex one    i dunno abt mei  she haven reply    first time u reply so fast    y so lucky not workin huh  got bao by ur sugardad ah   gee   
ham,make that 3  4 fucks sake   x
spam,ur cash balance is currently 500 pounds   to maximize ur cash in now send go to 86688 only 150p meg  cc  08718720201 hg suite342 2lands row w1j6hl
ham,quite late lar    ard 12 anyway i wun b drivin   
spam,someone u know has asked our dating service 2 contact you  cant guess who  call 09058091854 now all will be revealed  po box385 m6 6wu
ham,my ex wife was not able to have kids  do you want kids one day 
ham,also maaaan are you missing out
ham,ok    let u noe when i leave my house 
ham,siva is in hostel aha   
ham,that s what i love to hear  v see you sundayish  then
spam,do you want a new nokia 3510i colour phone deliveredtomorrow  with 300 free minutes to any mobile   100 free texts   free camcorder reply or call 08000930705
spam,shop till u drop  is it you  either 10k  5k  å 500 cash or å 100 travel voucher  call now  09064011000  ntt po box cr01327bt fixedline cost 150ppm mobile vary
ham,just looked it up and addie goes back monday  sucks to be her
ham,just finished  missing you plenty
ham,it s cool  we can last a little while  getting more any time soon 
ham,plz note  if anyone calling from a mobile co   amp  asks u to type    lt   gt   or    lt   gt    do not do so  disconnect the call coz it iz an attempt of  terrorist  to make use of the sim card no  itz confirmd by nokia n motorola n has been verified by cnn ibn 
ham,i am late  i will be there at
ham,are you staying in town  
ham,am i that much bad to avoid like this 
ham,hey company elama po mudyadhu 
ham,hahaha  use your brain dear
ham,with my sis lor    we juz watched italian job 
ham,yes  my reg is  ciao 
ham,ok   
ham,yup  izzit still raining heavily cos i m in e mrt i can t c outside 
ham,no shit  but i wasn t that surprised  so i went and spent the evening with that french guy i met in town here and we fooled around a bit but i didn t let him fuck me
spam,send a logo 2 ur lover   2 names joined by a heart  txt love name1 name2 mobno eg love adam eve 07123456789 to 87077 yahoo  pobox36504w45wq txtno 4 no ads 150p 
ham,right on brah  see you later
ham,i m really sorry i lit your hair on fire
ham,also hi wesley how ve you been
ham,we re done   
ham,i m at work  please call
spam,500 new mobiles from 2004  must go  txt  nokia to no  89545   collect yours today from only å 1 www 4 tc biz 2optout 087187262701 50gbp mtmsg18 txtauction
ham,i dont have that much image in class 
ham,what are you doing in langport  sorry  but i ll probably be in bed by 9pm  it sucks being ill at xmas  when do you and go2sri lanka  
ham,if he started searching he will get job in few days he have great potential and talent 
ham,i ve sent my wife your text  after we buy them she ll tell you what to do  so just relax  we should go get them this wkend 
ham,aiyo a bit pai seh ì_ noe    scared he dun rem who i am then die    hee    but he become better lookin oredi leh   
ham,hmm    bits and pieces lol      sighs     
ham,alright we re hooked up  where you guys at
ham,ok  so april  cant wait
spam,urgent  call 09066612661 from landline  your complementary 4  tenerife holiday or å 10 000 cash await collection sae t cs po box 3 wa14 2px 150ppm 18  sender  hol offer
ham,dear i have reache room
ham,its cool but tyler had to take off so we re gonna buy for him and drop it off at his place later tonight  our total order is a quarter  you got enough 
ham,lol i would but despite these cramps i like being a girl 
ham,he has lots of used ones babe  but the model doesn t help  youi have to bring it over and he ll match it up
ham,why nothing  ok anyway give me treat
spam,8007 25p 4 alfie moon s children in need song on ur mob  tell ur m8s  txt tone charity to 8007 for nokias or poly charity for polys  zed 08701417012 profit 2 charity 
ham,glad it went well    come over at 11 then we ll have plenty of time before claire goes to work 
spam,a link to your picture has been sent  you can also use http   alto18 co uk wave wave asp o 44345
ham,your opinion about me  1  over 2  jada 3  kusruthi 4  lovable 5  silent 6  spl character 7  not matured 8  stylish 9  simple pls reply  
spam,freemsg why haven t you replied to my text  i m randy  sexy  female and live local  luv to hear from u  netcollex ltd 08700621170150p per msg reply stop to end
ham,my sister going to earn more than me da 
ham,i know you are thinkin malaria  but relax  children cant handle malaria  she would have been worse and its gastroenteritis  if she takes enough to replace her loss her temp will reduce  and if you give her malaria meds now she will just vomit  its a self limiting illness she has which means in a few days it will completely stop
spam,todays vodafone numbers ending with 4882 are selected to a receive a å 350 award  if your number matches call 09064019014 to receive your å 350 award 
ham,how s it feel  mr  your not my real valentine just my yo valentine even tho u hardly play  
ham,when you guys planning on coming over 
ham,what he said is not the matter  my mind saying some other matter is there 
spam,xmas offer  latest motorola  sonyericsson   nokia   free bluetooth or dvd  double mins   1000 txt on orange  call mobileupd8 on 08000839402 or call2optout 4qf2
spam,okmail  dear dave this is your final notice to collect your 4  tenerife holiday or  5000 cash award  call 09061743806 from landline  tcs sae box326 cw25wx 150ppm
ham,yo  call me when you get the chance  a friend of mine wanted me to ask you about a big order
ham, deep sigh      i miss you         i am really surprised you haven t gone to the net cafe yet to get to me     don t you miss me 
ham,takin a shower now but yeah i ll leave when i m done
ham,cool  i ll text you in a few
ham,just glad to be talking to you 
ham,u call me alter at 11 ok 
ham,then u ask darren go n pick u lor    but i oso sian tmr haf 2 meet lect   
ham,can t take any major roles in community outreach  you rock mel
ham,i m in school now n i ll be in da lab doing some stuff give me a call when ì_ r done 
ham,i m not sure  i was just checking out what was happening around the area
ham,no  i dont want to hear anything
ham,do you like shaking your booty on the dance floor 
ham,ya had just now onion roast 
ham,thats cool  how was your day 
ham,how is your schedule next week  i am out of town this weekend 
